name	variety	region	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	tags	sources
Loquats		SA	yes	yes							yes	yes	yes	yes	fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Loquats		Vic											yes	yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Loquats		WA									yes	yes	yes		fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Lychees		AU	yes	yes									yes	yes	fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Lychees		NSW	yes	yes										yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Lychees	Baitaying	Qld											yes	yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Lychees	Chom Pogo	Qld		yes	yes	yes									fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Lychees	Erdon Lee	Qld	yes	yes											fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Lychees	Kwai Mai Pink	Qld		yes	yes										fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Lychees	Wai Chee	Qld		yes	yes	yes									fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Lychees		Qld	yes	yes										yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Lychees		SA									yes	yes	yes		fruit	https://adelaidecentralmarket.com.au/in-season-spring/
Mandarins		AU				yes	yes	yes	yes	yes	yes				fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Mandarins	Honey Murcot	NSW									yes				fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Mandarins	Imperial	NSW				yes	yes								fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Mandarins		NSW						yes	yes	yes					fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Mandarins		Qld				yes	yes	yes	yes	yes	yes	yes			fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html|https://www.fruittreecottage.com.au/pages/citrus-fruiting-months
Mandarins		SA			yes	yes	yes	yes	yes	yes	yes	yes	yes		fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Mandarins		Vic				yes	yes	yes	yes	yes	yes	yes			fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Mandarins		WA			yes	yes	yes	yes	yes	yes	yes	yes	yes		fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Mangoes		AU	yes	yes	yes							yes	yes	yes	fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Mangoes		NSW	yes	yes							yes	yes	yes	yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Mangoes	Calypso	NT									yes	yes	yes	yes	fruit	https://www.perfection.com.au/produce/calypso-mangoes
Mangoes	Honey Gold	NT	yes	yes	yes							yes	yes	yes	fruit	https://www.pinata.com.au/our-fruits/honey-gold-mangoes
Mangoes	Manbulloo Rosa in Katherine	NT											yes	yes	fruit	https://www.manbulloo.com/our-varieties-1
Mangoes		NT								yes	yes	yes	yes	yes	fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Mangoes	Brooks	Qld			yes	yes									fruit	https://redrichfruits.com.au/whats-in-season-march-picks-blog/|https://www.abc.net.au/news/2019-01-16/best-ways-to-choose-store-and-enjoy-eat-mangoes/10705376
Mangoes	Carabao	Qld												yes	fruit	https://rockycreekorchards.com.au/produce/mango
Mangoes	Calypso	Qld	yes	yes										yes	fruit	https://www.perfection.com.au/produce/calypso-mangoes|https://www.abc.net.au/news/2019-01-16/best-ways-to-choose-store-and-enjoy-eat-mangoes/10705376
Mangoes	Keitt from Red Rich Fruits in Mareeba	Qld	yes	yes											fruit	https://redrichfruits.com.au/whats-in-season-january-picks-blog/|https://redrichfruits.com.au/whats-in-season-this-february-blog/
Mangoes	Keitt from Rocky Creek Orchards in Atherton Tablelands	Qld	yes	yes	yes										fruit	https://rockycreekorchards.com.au/produce/mango
Mangoes	Maha Chanook	Qld												yes	fruit	https://rockycreekorchards.com.au/produce/mango
Mangoes	Kensington Pride from Manbulloo	Qld	yes								yes	yes	yes	yes	fruit	https://www.manbulloo.com/our-varieties-1
Mangoes	Kensington Pride from Red Rich Fruits	Qld								yes	yes	yes	yes		fruit	https://redrichfruits.com.au/whats-in-season-in-september-blog/|https://redrichfruits.com.au/whats-in-season-in-october-blog/|https://redrichfruits.com.au/red-rich-fruit-products/mangoes/
Mangoes	Kensington Pride from Rocky Creek Orchards in Atherton Tablelands	Qld	yes										yes	yes	fruit	https://rockycreekorchards.com.au/produce/mango
Mangoes	Kensington Pride	Qld	yes	yes										yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Mangoes	Palmer	Qld	yes	yes	yes										fruit	https://lawn.com.au/australian-mango-varieties/
Mangoes	R2E2 from Red Rich Fruits	Qld	yes	yes							yes	yes	yes	yes	fruit	https://redrichfruits.com.au/red-rich-fruit-products/mangoes/
Mangoes	R2E2 in Atherton Tablelands	Qld	yes										yes	yes	fruit	https://rockycreekorchards.com.au/produce/mango
Mangoes	R2E2	Qld	yes	yes	yes								yes	yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Mangoes		Qld	yes	yes							yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Mangoes		Vic		yes	yes										fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Mangoes	Calypso	WA		yes									yes		fruit	https://www.perfection.com.au/produce/calypso-mangoes
Mangoes		WA	yes	yes	yes	yes	yes				yes	yes	yes	yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Mangosteens		NSW		yes	yes										fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Mangosteens		Qld	yes	yes	yes	yes	yes							yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Mangosteens		SA									yes	yes	yes		fruit	https://adelaidecentralmarket.com.au/in-season-spring/
Maschua		Tas					yes	yes	yes	be quick					vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Medlars		Tas				yes	be quick								fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Melons		AU	yes	yes	yes								yes	yes	fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Melons		NSW	yes	yes								yes	yes	yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Melons		Vic	yes	yes	yes	yes	yes								fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Micro greens mix		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Mulberries		NSW											yes		fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Mulberries	Black Mulberry	Qld								yes	yes	yes	yes		fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Mulberries	Dwarf Red Shahtoot	Qld	yes	yes	yes						yes	yes	yes	yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Mulberries	King White Shahtoot	Qld	yes	yes	yes						yes	yes	yes	yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Mulberries		SA	maybe									maybe	yes	yes	fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Mulberries		Vic	yes	yes											fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Mulberries		WA									yes	yes	yes		fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Mushrooms		AU				yes	yes								vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Mushrooms		NSW	yes	yes	yes	yes	yes				yes	yes		yes	vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Mushrooms		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Mushrooms		Vic	yes			yes	yes		yes	yes	yes				vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Mushrooms		WA	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Mushrooms (lions mane)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Mushrooms (nameko)		Tas		yes	yes		yes	yes	yes	yes	yes	yes	yes		vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Mushrooms (nicola)		Tas									yes				vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Mushrooms (oyster)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Mushrooms (pink oyster)		Tas	yes	yes	yes	yes						yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Mushrooms (shimeji)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Mushrooms (shitake)		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Mushrooms (woodear)		Tas	yes	yes	yes	yes	yes	yes	yes		yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Nashi		AU				yes									fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Nashi		NSW			yes	yes	yes	yes	yes						fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Nashi		Vic			yes	yes	yes								fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Nectarines		AU	yes	yes	yes										fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Nectarines		NSW	yes	yes										yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Nectarines		Qld	yes	yes	yes	yes	yes				yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Nectarines		SA	maybe	yes											fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Nectarines		Tas	yes	yes	be quick									yes	fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Nectarines		Vic	yes	yes	yes								yes	yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Nectarines		WA	yes	yes	yes	yes	yes							yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
NZ Yams/Oca		Tas						yes	be quick	be quick	yes	be quick	be quick		vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Okra		AU	yes	yes											vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Okra		NSW	yes	yes	yes	yes	yes			yes					vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Okra		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Okra		SA						yes	yes	yes					vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Okra		Vic	yes	yes	yes	yes	yes								vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Olives		Qld			yes	yes	yes	yes	yes	yes					fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Olives		SA	yes	yes				yes	yes	yes				yes	vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Olives		Tas						yes	be quick						fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Olives		Vic			yes	yes	yes								fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Onions		AU		yes	yes	yes	yes	yes	yes	yes					vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Onions		NSW	yes	yes	yes			yes	yes	yes				yes	vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Onions		SA	yes	yes	yes	yes	yes	yes	yes	yes				yes	vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Onions		Tas										yes	yes		vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Onions		Vic	yes	yes	yes	yes	yes	yes					yes	yes	vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Onions		WA	yes	yes	yes	yes	yes							yes	vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Onions (ailsa craig)		Tas				yes	yes								vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Onions (brown)		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Onions (brown)		Tas	yes			yes	yes	yes	yes	yes	yes			yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Onions (green)		Tas		yes	yes										vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Onions (red)		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Onions (red)		Tas	yes	yes	yes	yes					yes				vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Onions (white)		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Onions (white)		Tas												yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Oranges		AU		yes	yes	yes		yes	yes	yes	yes	yes	yes	yes	fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Oranges	Cara Cara Navel	NSW						yes	yes						fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Oranges	Navel	NSW					yes	yes	yes	yes					fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Oranges	Valencia	NSW	yes	yes	yes							yes	yes	yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Oranges	Cara Cara Blood Navels	Qld							yes	yes	yes	yes	yes		fruit	https://www.fruittreecottage.com.au/pages/citrus-fruiting-months
Oranges	Seedless Valencia	Qld								yes	yes	yes	yes	yes	fruit	https://www.fruittreecottage.com.au/pages/citrus-fruiting-months
Oranges	Washington Navel	Qld							yes	yes	yes	yes	yes		fruit	https://www.fruittreecottage.com.au/pages/citrus-fruiting-months
Oranges		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Oranges	Navel	SA						yes	yes	yes					fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Oranges	Seville	SA									yes	yes	yes		fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Oranges	Valencia	SA			yes	yes	yes								fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Oranges		SA	yes	yes										yes	fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Oranges	Navel	Vic							yes	yes	yes				fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Oranges	Valencia	Vic	yes	yes	yes									yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Oranges		Vic				yes	yes	yes				yes	yes		fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Oranges		WA			yes	yes	yes	yes	yes	yes	yes	yes	yes		fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Papaya		AU			yes			yes	yes	yes	yes	yes	yes		fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Papaya		NSW									yes	yes	yes	yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Papaya		NT	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Papaya		WA	yes	yes	yes	yes	yes				yes	yes	yes	yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Parsnips		AU					yes	yes	yes	yes					vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Parsnips		NSW					yes	yes	yes	yes					vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Parsnips		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Parsnips		SA	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Parsnips		Tas	yes	yes	yes	yes	yes	yes	yes	yes	yes	be quick			vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Parsnips		Vic				yes		yes				yes			vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Parsnips		WA			yes	yes	yes	yes	yes	yes					vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Passion fruits		AU	yes	yes	yes	yes								yes	fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Passion fruits		NSW	yes	yes	yes	yes		yes				yes	yes	yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Passion fruits		NT	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Passion fruits	Flamenco	Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes			yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Passion fruits	Panama Red Pandora	Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes			yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Passion fruits	Sweetheart	Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes			yes	fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Passion fruits		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Passion fruits		SA			yes	yes	yes								fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Passion fruits		Vic		yes		yes	yes								fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Passion fruits		WA	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Pawpaws		AU						yes	yes	yes	yes	yes	yes		fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Pawpaws		NSW			yes						yes	yes	yes	yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Pawpaws		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Peacherines		SA	yes	yes										yes	fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Peaches		AU	yes	yes	yes										fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Peaches		NSW	yes	yes										yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Peaches		Qld	yes	yes							yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Peaches		SA	yes	yes										yes	fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Peaches		Tas	yes	yes	be quick									yes	fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Peaches		Vic	yes	yes	yes								yes	yes	fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Peaches		WA	yes	yes	yes	yes	yes							yes	fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Pears		AU		yes	yes	yes	yes	yes	yes	yes					fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Pears	Paradise	NSW	yes												fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Pears	William	NSW	yes	yes											fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Pears		NSW			yes	yes	yes	yes							fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Pears		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Pears		SA			yes	yes	yes	yes	yes	yes	yes	yes	yes		fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Pears	Beurre bosc	Tas			yes	yes	yes	yes	yes						fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Pears	Comice	Tas				yes	yes								fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Pears	Packham	Tas				yes	yes	yes	yes						fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Pears	Williams	Tas		yes											fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Pears		Tas								yes	yes	yes			fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Pears		Vic			yes	yes	yes		yes	yes					fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Pears		WA			yes	yes	yes	yes	yes	yes					fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Peas		AU	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.frugalandthriving.com.au/seasonal-eating/
Peas		NSW	yes								yes	yes	yes	yes	vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Peas		Qld	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Peas		SA	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Peas		Vic	yes	yes	yes	yes	yes						yes	yes	vegetable	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Peas		WA	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	yes	vegetable	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Peas (bush)		Tas	yes	yes										yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Peas (green)		Tas	frozen	frozen	frozen and be quick	frozen	frozen	frozen	frozen	frozen	frozen	frozen	frozen	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Peas (snow)		Tas	yes	yes		yes		yes	yes	yes	yes	yes	yes	yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Peas (sugar snap)		NSW		yes											vegetable	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Peas (sugar snap)		SA			yes	yes	yes				yes	yes	yes		vegetable	https://adelaidecentralmarket.com.au/in-season-autumn/
Peas (sugar snap)		Tas	yes	yes	be quick									yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Peas (tendrils)		Tas	yes	yes	be quick									yes	vegetable	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Pecans		SA						yes	yes	yes					nut	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Pepinos		Tas					yes	be quick							fruit	https://www.eatwelltas.org.au/whats-in-season/whats-in-season-in-spring/
Persimmons		NSW				yes	yes								fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Persimmons	Fuyu	Qld	yes	yes	yes	yes									fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Persimmons	Jiro (Dwarf)	Qld		yes	yes	yes									fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Persimmons	Nightingale	Qld			yes	yes	yes								fruit	https://www.fruittreecottage.com.au/pages/fruit-tree-calendar
Persimmons		Qld			yes	yes	yes	yes	yes	yes					fruit	http://seasonalfoodguide.com/brisbane-queensland-seasonal-fresh-produce-guide-fruits-vegetables-in-season-availability-australia.html
Persimmons		SA			yes	yes	yes	yes	yes	yes					fruit	https://adelaidefarmersmarket.com.au/food-and-produce/seasonal-produce-guide/
Persimmons		Vic					yes								fruit	https://vfma.org.au/site/Site/For-market-shoppers.aspx
Persimmons		WA			yes	yes	yes	yes	yes	yes					fruit	https://livelighter.com.au/eating-well/healthy-eating/fruit-and-veg/in-season/in-seasonwa
Pineapples		AU	yes					yes	yes	yes	yes	yes	yes	yes	fruit	https://www.frugalandthriving.com.au/seasonal-eating/
Pineapples		NSW	yes	yes							yes	yes	yes	yes	fruit	https://www.sydneymarkets.com.au/markets/produce-market/whats-in-season/spring-2020.html
Pineapples		NT	yes	yes	yes								yes	yes	fruit	https://nt.gov.au/environment/home-gardens/growing-vegetables-at-home
Pineapples	Aus Festival	Qld		yes	yes	yes									fruit	https://www.pureaussiepineapples.com.au/our-pineapple-varieties
Pineapples	Aus Jubilee	Qld				yes	yes	yes	yes	yes	yes	yes			fruit	https://www.pureaussiepineapples.com.au/our-pineapple-varieties
Pineapples	Aussie Gold	Qld									yes	yes	yes	yes	fruit	https://www.pureaussiepineapples.com.au/our-pineapple-varieties
Pineapples	Aussie Smooth cayenne	Qld	yes	yes										yes	fruit	https://www.pureaussiepineapples.com.au/our-pineapple-varieties
Pineapples	Pinata in Mareeba	Qld	yes	yes	yes							yes	yes	yes	fruit	https://www.pinata.com.au/farms/mareeba-queensland
Pineapples	Pinata in Wamuran	Qld		peak	peak	peak	peak	peak	yes	yes	peak	peak			fruit	https://www.pinata.com.au/farms/wamuran-pineapples
